Company Name,Address,Phone,Link,Rating,NumReview,Pin Code,Latitude,Longitude
Brahmin Cafe,"No.6, 10th Main, Bangalore, 2nd Block, Sbm Colony Stage I, Banashankari, Bangalore - 560050, Opposite Banshankari Stage 1 Post Office",-9886949604,https://www.justdial.com/Bangalore/Brahmin-Cafe-Opposite-Banshankari-Stage-1-Post-Office-Banashankari/080PXX80-XX80-180630222003-V3T3_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.4,2963,560050,12.94140237,77.55400138
Brahmin Cafe,"Srinivasnagar, Banashankari, Bengaluru, 2nd Main Road, Banashankari 1st Stage, Bangalore - 560050",-9886949604,https://www.justdial.com/Bangalore/Brahmin-Cafe-Banashankari-1st-Stage/080PXX80-XX80-180223211209-E2A3_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.4,2963,560050,12.94140237,77.55400138
Lazy Suzy,"No.36, 80 Feet Road, Indiranagar, Bangalore - 560038, Opposite Cafe Coffee Day",-25272726,https://www.justdial.com/Bangalore/Lazy-Suzy-Opposite-Cafe-Coffee-Day-Indiranagar/080PXX80-XX80-151203065832-D5Y6_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.2,2874,560038,12.97707002,77.63937902
Caffe Pascucci,"17/J, 18th Cross, Hsr Layout Sector 3, Bangalore - 560102",-69408877,https://www.justdial.com/Bangalore/Caffe-Pascucci-Hsr-Layout-Sector-3/080PXX80-XX80-170125102911-D3R1_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4,2859,560102,12.99782056,77.64692615
Caffe Pascucci,"No.619/A, 14th Main, 15th Cross, Jp Nagar 2nd Phase, Bangalore - 560078, Near H P Petrol Bunk",-41200420,https://www.justdial.com/Bangalore/Caffe-Pascucci-Near-H-P-Petrol-Bunk-Jp-Nagar-2nd-Phase/080PXX80-XX80-120327130907-D9J1_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.1,2855,560078,12.90328252,77.58606645
Rasta Cafe,"No.3, Ground Floor, MSR West Park, Church Street, Brigade Road, Bangalore - 560001, Opposite We Work Office",-69999538,https://www.justdial.com/Bangalore/Rasta-Cafe-Opposite-We-Work-Office-Brigade-Road/080PXX80-XX80-150618165046-V3N6_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,3.9,2823,560001,12.97406376,77.59459773
Cafe Noir,"No. 24, Unit No.206, The Collection, 2nd Floor, Ub City, Vittal Mallya Road, Bangalore - 560001, Near Mallya Hospital (UB City)",-40982039,https://www.justdial.com/Bangalore/Cafe-Noir-Near-Mallya-Hospital-UB-City-Vittal-Mallya-Road/080PXX80-XX80-100310123124-J9I2_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.1,2764,560001,12.97406376,77.59459773
Starbucks,"No.402, Ground Floor, 8th Main Road, Sadashivanagar, Bangalore - 560080",-8884678472,https://www.justdial.com/Bangalore/Starbucks-Sadashivanagar/080PXX80-XX80-141103175914-U4L6_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.2,2667,560080,13.00158453,77.58261908
Matteo Coffea,"No.319, Ground Floor, C M H Road, 3rd Stage, Indiranagar, Bangalore - 560038",-25211601,https://www.justdial.com/Bangalore/Matteo-Coffea-Indiranagar/080PXX80-XX80-130304174742-J1W7_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.2,2620,560038,12.97707002,77.63937902
Rasta Cafe,"No.402, 7th Main, 80 Feet Road, 1st Block, Hrbr Layout, Bangalore - 560043, Near Cosmopolitan Club",-41572771,https://www.justdial.com/Bangalore/Rasta-Cafe-Near-Cosmopolitan-Club-Hrbr-Layout/080PXX80-XX80-140503150709-U7Z8_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,3.9,2580,560043,13.01928667,77.64525035
Cafe Toscano,"7th Cross, 1st Block, Jayanagar, Bengaluru, Ashoka Pillar Road, Bangalore - 560011, Near Madhavan Park Circle",-41558412,https://www.justdial.com/Bangalore/Cafe-Toscano-Near-Madhavan-Park-Circle-Ashoka-Pillar-Road/080PXX80-XX80-180104192544-G7T4_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.1,2561,560011,12.9309075,77.58641776
Cafe Vishala,"Sumeru Realty, Kanakapura Road, Bangalore - 560082",-8867590401,https://www.justdial.com/Bangalore/Cafe-Vishala-Kanakapura-Road/080PXX80-XX80-170912180341-G9M8_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.3,2553,560082,12.89461639,77.5618863
Dr. Sheesha,"17/17, 4th Floor, Aurobindo Marg, Jp Nagar, Bangalore - 560078, Near R V Dental College",-46809313,https://www.justdial.com/Bangalore/Dr-Sheesha-Near-R-V-Dental-College-Jp-Nagar/080PXX80-XX80-160307204642-X5F7_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,3.9,2552,560078,12.90328252,77.58606645
Kapoors Cafe,"GVS Complex , 4th Floor, Jayanagar, Bangalore - 560011, Opposite Cosmopolitan Club , 3rd Block",-9886752411,https://www.justdial.com/Bangalore/Kapoors-Cafe-Opposite-Cosmopolitan-Club-3rd-Block-Jayanagar/080PXX80-XX80-181128190048-L7D8_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,3.9,2511,560011,12.9309075,77.58641776
Kapoors Cafe,"329, 10Th A Main Rd, Jayanagar East, Jaya Nagar 1St Block, Jayanagar, Jayanagar, Bangalore - 560011",-9886752411,https://www.justdial.com/Bangalore/Kapoors-Cafe-Jayanagar/080PXX80-XX80-190228162434-J5D6_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,3.9,2511,560011,12.9309075,77.58641776
Cafe Nosh,"No.4, Ground Floor, Kodigehalli Main Road, Canara Bank Layout, Bangalore - 560097, Opposite School Vivekananda",-29724265,https://www.justdial.com/Bangalore/Cafe-Nosh-Opposite-School-Vivekananda-Canara-Bank-Layout/080PXX80-XX80-160202104500-Z3A8_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.2,2413,560097,13.07572299,77.5602545
Vinaya Cafe,"No.30, 33rd Main, 16th Cross, Jp Nagar 6th Phase, Bangalore - 560078, Near Reebook Showroom",-41233302,https://www.justdial.com/Bangalore/Vinaya-Cafe-Near-Reebook-Showroom-Jp-Nagar-6th-Phase/080PXX80-XX80-130717113443-U7L2_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,3.8,2411,560078,12.90328252,77.58606645
Hot Coffee,"Nagapura, Bengaluru, 1st Main Road, Bovipalya, Bangalore - 560086",-9035578864,https://www.justdial.com/Bangalore/Hot-Coffee-Bovipalya/080PXX80-XX80-181113141507-F3Q8_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.2,2366,560086,12.99931547,77.54718645
